instance,solver,mode,partial_k,lookahead_depth,cost,high_expanded,high_generated,low_expanded,low_generated,cpu_time_or_status,cpu_time_raw,cpu_time,instance_short,instance_short_wide,cost_astar,low_expanded_astar,low_generated_astar,cpu_time_astar,cost_lookahead,low_expanded_lookahead,low_generated_lookahead,cpu_time_lookahead,cost_partial,low_expanded_partial,low_generated_partial,cpu_time_partial
instances\test_41.txt,CBS,astar,,,45,407.0,813.0,19081.0,48920.0,0.351491,0.351491,0.351491,test_41.txt,test_41.txt,45,19081.0,48920.0,0.351491,45,19081.0,48920.0,9.600278,45,19135.0,47761.0,0.35101
instances\test_41.txt,CBS,partial,3,,45,398.0,795.0,19135.0,47761.0,0.351010,0.351010,0.35101,test_41.txt,test_41.txt,45,19081.0,48920.0,0.351491,45,19081.0,48920.0,9.600278,45,19135.0,47761.0,0.35101
instances\test_41.txt,CBS,lookahead,,4,45,407.0,813.0,19081.0,48920.0,9.600278,9.600278,9.600278,test_41.txt,test_41.txt,45,19081.0,48920.0,0.351491,45,19081.0,48920.0,9.600278,45,19135.0,47761.0,0.35101
instances\test_42.txt,CBS,astar,,,57,322.0,643.0,12693.0,34093.0,0.332701,0.332701,0.332701,test_42.txt,test_42.txt,57,12693.0,34093.0,0.332701,57,12693.0,34093.0,6.263316,57,13470.0,35780.0,0.336523
instances\test_42.txt,CBS,partial,3,,57,322.0,643.0,13470.0,35780.0,0.336523,0.336523,0.336523,test_42.txt,test_42.txt,57,12693.0,34093.0,0.332701,57,12693.0,34093.0,6.263316,57,13470.0,35780.0,0.336523
instances\test_42.txt,CBS,lookahead,,4,57,322.0,643.0,12693.0,34093.0,6.263316,6.263316,6.263316,test_42.txt,test_42.txt,57,12693.0,34093.0,0.332701,57,12693.0,34093.0,6.263316,57,13470.0,35780.0,0.336523
instances\test_43.txt,CBS,astar,,,43,7.0,13.0,522.0,1215.0,0.010139,0.010139,0.010139,test_43.txt,test_43.txt,43,522.0,1215.0,0.010139,43,522.0,1215.0,0.224682,43,616.0,1331.0,0.010782
instances\test_43.txt,CBS,partial,3,,43,7.0,13.0,616.0,1331.0,0.010782,0.010782,0.010782,test_43.txt,test_43.txt,43,522.0,1215.0,0.010139,43,522.0,1215.0,0.224682,43,616.0,1331.0,0.010782
instances\test_43.txt,CBS,lookahead,,4,43,7.0,13.0,522.0,1215.0,0.224682,0.224682,0.224682,test_43.txt,test_43.txt,43,522.0,1215.0,0.010139,43,522.0,1215.0,0.224682,43,616.0,1331.0,0.010782
instances\test_44.txt,CBS,astar,,,33,11.0,21.0,187.0,687.0,0.007012,0.007012,0.007012,test_44.txt,test_44.txt,33,187.0,687.0,0.007012,33,187.0,687.0,0.14471,33,187.0,628.0,0.008107
instances\test_44.txt,CBS,partial,3,,33,11.0,21.0,187.0,628.0,0.008107,0.008107,0.008107,test_44.txt,test_44.txt,33,187.0,687.0,0.007012,33,187.0,687.0,0.14471,33,187.0,628.0,0.008107
instances\test_44.txt,CBS,lookahead,,4,33,11.0,21.0,187.0,687.0,0.144710,0.144710,0.14471,test_44.txt,test_44.txt,33,187.0,687.0,0.007012,33,187.0,687.0,0.14471,33,187.0,628.0,0.008107
instances\test_45.txt,CBS,astar,,,24,2.0,3.0,62.0,194.0,0.002002,0.002002,0.002002,test_45.txt,test_45.txt,24,62.0,194.0,0.002002,24,62.0,194.0,0.069212,24,61.0,173.0,0.003274
instances\test_45.txt,CBS,partial,3,,24,2.0,3.0,61.0,173.0,0.003274,0.003274,0.003274,test_45.txt,test_45.txt,24,62.0,194.0,0.002002,24,62.0,194.0,0.069212,24,61.0,173.0,0.003274
instances\test_45.txt,CBS,lookahead,,4,24,2.0,3.0,62.0,194.0,0.069212,0.069212,0.069212,test_45.txt,test_45.txt,24,62.0,194.0,0.002002,24,62.0,194.0,0.069212,24,61.0,173.0,0.003274
instances\test_46.txt,CBS,astar,,,57,29.0,57.0,1068.0,3079.0,0.035639,0.035639,0.035639,test_46.txt,test_46.txt,57,1068.0,3079.0,0.035639,57,1068.0,3079.0,0.629472,57,1167.0,3102.0,0.027795
instances\test_46.txt,CBS,partial,3,,57,29.0,57.0,1167.0,3102.0,0.027795,0.027795,0.027795,test_46.txt,test_46.txt,57,1068.0,3079.0,0.035639,57,1068.0,3079.0,0.629472,57,1167.0,3102.0,0.027795
instances\test_46.txt,CBS,lookahead,,4,57,29.0,57.0,1068.0,3079.0,0.629472,0.629472,0.629472,test_46.txt,test_46.txt,57,1068.0,3079.0,0.035639,57,1068.0,3079.0,0.629472,57,1167.0,3102.0,0.027795
instances\test_47.txt,CBS,astar,,,-1,,,75448.0,200001.0,1.520758,1.520758,1.520758,test_47.txt,test_47.txt,-1,75448.0,200001.0,1.520758,-1,,,,-1,75478.0,200001.0,1.489773
instances\test_47.txt,CBS,partial,3,,-1,,,75478.0,200001.0,1.489773,1.489773,1.489773,test_47.txt,test_47.txt,-1,75448.0,200001.0,1.520758,-1,,,,-1,75478.0,200001.0,1.489773
instances\test_47.txt,CBS,lookahead,,4,-1,,,,,TIMEOUT,TIMEOUT,,test_47.txt,test_47.txt,-1,75448.0,200001.0,1.520758,-1,,,,-1,75478.0,200001.0,1.489773
instances\test_48.txt,CBS,astar,,,36,5.0,9.0,112.0,391.0,0.004027,0.004027,0.004027,test_48.txt,test_48.txt,36,112.0,391.0,0.004027,36,112.0,391.0,0.064329,36,112.0,384.0,0.004
instances\test_48.txt,CBS,partial,3,,36,5.0,9.0,112.0,384.0,0.004000,0.004000,0.004,test_48.txt,test_48.txt,36,112.0,391.0,0.004027,36,112.0,391.0,0.064329,36,112.0,384.0,0.004
instances\test_48.txt,CBS,lookahead,,4,36,5.0,9.0,112.0,391.0,0.064329,0.064329,0.064329,test_48.txt,test_48.txt,36,112.0,391.0,0.004027,36,112.0,391.0,0.064329,36,112.0,384.0,0.004
instances\test_49.txt,CBS,astar,,,42,7.0,13.0,151.0,512.0,0.005096,0.005096,0.005096,test_49.txt,test_49.txt,42,151.0,512.0,0.005096,42,151.0,512.0,0.079897,42,151.0,493.0,0.005375
instances\test_49.txt,CBS,partial,3,,42,7.0,13.0,151.0,493.0,0.005375,0.005375,0.005375,test_49.txt,test_49.txt,42,151.0,512.0,0.005096,42,151.0,512.0,0.079897,42,151.0,493.0,0.005375
instances\test_49.txt,CBS,lookahead,,4,42,7.0,13.0,151.0,512.0,0.079897,0.079897,0.079897,test_49.txt,test_49.txt,42,151.0,512.0,0.005096,42,151.0,512.0,0.079897,42,151.0,493.0,0.005375
instances\test_5.txt,CBS,astar,,,26,6.0,11.0,142.0,488.0,0.004988,0.004988,0.004988,test_5.txt,test_5.txt,26,142.0,488.0,0.004988,26,142.0,488.0,0.097751,26,152.0,470.0,0.004362
instances\test_5.txt,CBS,partial,3,,26,6.0,11.0,152.0,470.0,0.004362,0.004362,0.004362,test_5.txt,test_5.txt,26,142.0,488.0,0.004988,26,142.0,488.0,0.097751,26,152.0,470.0,0.004362
instances\test_5.txt,CBS,lookahead,,4,26,6.0,11.0,142.0,488.0,0.097751,0.097751,0.097751,test_5.txt,test_5.txt,26,142.0,488.0,0.004988,26,142.0,488.0,0.097751,26,152.0,470.0,0.004362
instances\test_50.txt,CBS,astar,,,48,13.0,25.0,1752.0,3072.0,0.021300,0.021300,0.0213,test_50.txt,test_50.txt,48,1752.0,3072.0,0.0213,48,1752.0,3072.0,0.507424,48,2781.0,4585.0,0.035049
instances\test_50.txt,CBS,partial,3,,48,15.0,29.0,2781.0,4585.0,0.035049,0.035049,0.035049,test_50.txt,test_50.txt,48,1752.0,3072.0,0.0213,48,1752.0,3072.0,0.507424,48,2781.0,4585.0,0.035049
instances\test_50.txt,CBS,lookahead,,4,48,13.0,25.0,1752.0,3072.0,0.507424,0.507424,0.507424,test_50.txt,test_50.txt,48,1752.0,3072.0,0.0213,48,1752.0,3072.0,0.507424,48,2781.0,4585.0,0.035049
instances\test_6.txt,CBS,astar,,,24,3.0,5.0,57.0,219.0,0.003124,0.003124,0.003124,test_6.txt,test_6.txt,24,57.0,219.0,0.003124,24,57.0,219.0,0.048008,24,57.0,193.0,0.002017
instances\test_6.txt,CBS,partial,3,,24,3.0,5.0,57.0,193.0,0.002017,0.002017,0.002017,test_6.txt,test_6.txt,24,57.0,219.0,0.003124,24,57.0,219.0,0.048008,24,57.0,193.0,0.002017
instances\test_6.txt,CBS,lookahead,,4,24,3.0,5.0,57.0,219.0,0.048008,0.048008,0.048008,test_6.txt,test_6.txt,24,57.0,219.0,0.003124,24,57.0,219.0,0.048008,24,57.0,193.0,0.002017
instances\test_7.txt,CBS,astar,,,34,2.0,3.0,53.0,198.0,0.001999,0.001999,0.001999,test_7.txt,test_7.txt,34,53.0,198.0,0.001999,34,53.0,198.0,0.034399,34,53.0,182.0,0.003394
instances\test_7.txt,CBS,partial,3,,34,2.0,3.0,53.0,182.0,0.003394,0.003394,0.003394,test_7.txt,test_7.txt,34,53.0,198.0,0.001999,34,53.0,198.0,0.034399,34,53.0,182.0,0.003394
instances\test_7.txt,CBS,lookahead,,4,34,2.0,3.0,53.0,198.0,0.034399,0.034399,0.034399,test_7.txt,test_7.txt,34,53.0,198.0,0.001999,34,53.0,198.0,0.034399,34,53.0,182.0,0.003394
instances\test_8.txt,CBS,astar,,,38,271.0,541.0,8079.0,26924.0,0.161675,0.161675,0.161675,test_8.txt,test_8.txt,38,8079.0,26924.0,0.161675,38,8079.0,26924.0,6.312251,38,8168.0,26045.0,0.170405
instances\test_8.txt,CBS,partial,3,,38,271.0,541.0,8168.0,26045.0,0.170405,0.170405,0.170405,test_8.txt,test_8.txt,38,8079.0,26924.0,0.161675,38,8079.0,26924.0,6.312251,38,8168.0,26045.0,0.170405
instances\test_8.txt,CBS,lookahead,,4,38,271.0,541.0,8079.0,26924.0,6.312251,6.312251,6.312251,test_8.txt,test_8.txt,38,8079.0,26924.0,0.161675,38,8079.0,26924.0,6.312251,38,8168.0,26045.0,0.170405
instances\test_9.txt,CBS,astar,,,24,1.0,1.0,30.0,112.0,0.002107,0.002107,0.002107,test_9.txt,test_9.txt,24,30.0,112.0,0.002107,24,30.0,112.0,0.021386,24,30.0,100.0,0.002149
instances\test_9.txt,CBS,partial,3,,24,1.0,1.0,30.0,100.0,0.002149,0.002149,0.002149,test_9.txt,test_9.txt,24,30.0,112.0,0.002107,24,30.0,112.0,0.021386,24,30.0,100.0,0.002149
instances\test_9.txt,CBS,lookahead,,4,24,1.0,1.0,30.0,112.0,0.021386,0.021386,0.021386,test_9.txt,test_9.txt,24,30.0,112.0,0.002107,24,30.0,112.0,0.021386,24,30.0,100.0,0.002149
